BioNavigator Version	6.3.67.0	PamGrid Version	QuantitationType	MTvC::__LogFC	Protocol file name	FR PTK3 DataA.230106 vREPORTDate	Fri, 06 Jan 2023 14:53:36 GMT
6.0	FES_706_718	P07332		NA	-7.88329467177391e-002	-4.11669397726655e-003	0.232333496212959
5.0	FGFR1_761_773	P11362		NA	4.32125711813569e-003	1.09128665924072	0.497294276952744
5.0	FGFR2_762_774	P21802		NA	-0.175525024533272	0.897126495838165	0.229508712887764
7.0	FGFR3_641_653	P22607		NA	-0.571279764175415	0.624445855617523	0.35854634642601
5.0	FGFR3_753_765	P22607		NA	-6.15552254021168e-002	1.08677005767822	0.414656966924667
1.0	FRK_380_392	P42685		NA	1.56497955322266e-002	0.225824356079102	0.292476326227188
3.0	FYN_525_537	P06241		NA	-0.19013500213623	0.533497989177704	0.178507640957832
5.0	GAB2_638_648	Q9UQC2		NA	-7.26559981703758e-002	1.50220906734467	0.457314968109131
7.0	GSK3B_210_222_C218S	P49841		NA	-0.201207801699638	0.177018955349922	2.78949737548828e-002
6.0	HAVR2_257_267_G257K	Q8TDQ0		NA	-2.65871677547693e-002	1.01401014253497e-002	0.238157585263252
5.0	INSR_992_1004	P06213		NA	-5.01076392829418e-002	0.976067841053009	0.434339672327042
4.0	IRS1_890_902_P890K	P35568		NA	-0.441030412912369	0.698772966861725	-0.18637578189373
5.0	IRS2_626_638	Q9Y4H2		NA	-0.108470119535923	0.448218196630478	9.30989608168602e-002
5.0	JAK1_1027_1039	P23458		NA	-0.10690800100565	0.622847855091095	0.268959373235703
1.0	JAK2_563_577	O60674		NA	-1.50473916437477e-003	0.337450981140137	0.38912758231163
3.0	JAK3_974_986	P52333		NA	-0.237804889678955	0.372795730829239	0.159408733248711
8.0	K2C6B_53_65	P04259		NA	-0.17238886654377	2.39903125911951e-002	9.63629111647606e-002
1.0	K2C8_425_437	P05787		NA	3.68216820061207e-002	0.2029197961092	0.267445236444473
9.0	KIT_930_942_C942S	P10721		NA	-0.146093055605888	-0.173651054501534	0.216212272644043
1.0	KSYK_518_530	P43405		NA	-9.99542847275734e-002	0.501597583293915	0.41345676779747
5.0	LAT_194_206	O43561		NA	-0.150818347930908	1.07266581058502	0.120170116424561
5.0	LAT_249_261	O43561		NA	-0.1547532081604	0.901752293109894	0.12927134335041
5.0	LCK_387_399	P06239		NA	-8.27690735459328e-002	0.796881377696991	0.254852920770645
5.0	LYN_391_403	P07948		NA	-0.117438793182373	0.981550514698029	0.177377223968506
1.0	LYN_501_512	P07948		NA	-5.49713782966137e-002	0.405904442071915	0.363140106201172
7.0	MAPK3_198_210_C203S	Q16644		NA	-0.215850993990898	0.188488960266113	0.107097782194614
8.0	MBP_198_210	P02686		NA	-0.226448059082031	-1.82693805545568e-002	0.113928951323032
4.0	MBP_259_271	P02686		NA	-0.200430557131767	0.205527946352959	-1.17513341829181e-002
5.0	MET_1227_1239	P08581		NA	-0.105628490447998	0.422704547643662	0.140945270657539
3.0	MET_1228_1240	P08581		NA	-0.204083755612373	0.474396854639053	0.267896175384521
4.0	MK01_180_192	P28482		NA	-0.131329536437988	0.223050758242607	2.19952259212732e-002
4.0	MK03_199_208	P27361		NA	-0.145444080233574	0.180148288607597	-2.00726184993982e-002
7.0	MK07_212_224	Q13164		NA	-0.222984150052071	0.268814086914063	8.83339270949364e-002
8.0	MK08_181_191	P45983		NA	-0.21823787689209	-6.99068680405617e-002	-9.88184586167336e-002
1.0	MK10_216_228	P53779		NA	-0.127333000302315	8.72586593031883e-002	0.209821224212646
7.0	MK12_178_190	P53778		NA	-0.202516555786133	0.190915420651436	0.128047779202461
3.0	MK12_180_189_M182B	P53778		NA	-6.00754432380199e-002	0.308866828680038	0.159257099032402
3.0	MK14_173_185	Q16539		NA	-0.178859233856201	0.854938209056854	0.355997890233994
3.0	MK14_177_187	Q16539		NA	-8.29168930649757e-002	0.29617977142334	0.146713420748711
6.0	MPZL1_235_246_H235K_Q236K	O95297		NA	-9.39970016479492e-002	-1.17778778076172e-004	0.2121901512146
8.0	MUSK_548_560	O15146		NA	-0.22244818508625	-3.29054184257984e-002	1.40927629545331e-002
2.0	NCF1_313_325	P14598		NA	0.140638187527657	8.75213965773582e-002	-5.28078079223633e-002
7.0	NTRK2_696_708	Q16620		NA	-0.164295360445976	0.196618244051933	0.139270782470703
2.0	ODBA_340_352_D340K	P12694		NA	0.267066150903702	0.433994293212891	0.703566789627075
1.0	P85A_600_612	P27986		NA	-0.105884552001953	0.249063804745674	0.29323673248291
1.0	PAXI_111_123	P49023		NA	-6.41889572143555e-002	0.170283958315849	0.36821112036705
7.0	PAXI_24_36	P49023		NA	-0.146189376711845	0.22580973803997	7.50449523329735e-002
1.0	PDCD1_221_229_FS219_220KK	Q15116		NA	3.26007194817066e-002	0.467591136693954	0.767334401607513
8.0	PDPK1_2_14	O15530		NA	-0.177893951535225	-6.35722503066063e-002	0.113443695008755
1.0	PDPK1_369_381	O15530		NA	-0.136017799377441	0.267635017633438	0.311555713415146
9.0	PECA1_706_718	P16284		NA	-0.155025646090508	-0.15593433380127	0.312388092279434
9.0	PECA1_708_718	P16284		NA	-9.88006591796875e-004	-0.109237991273403	0.301180511713028
1.0	PGFRB_1002_1014	P09619		NA	-2.34080944210291e-002	0.213907405734062	0.299872398376465
5.0	PGFRB_1014_1028	P09619		NA	-0.142151042819023	0.857153713703156	0.124772071838379
3.0	PGFRB_572_584	P09619		NA	-5.80889396369457e-002	0.43423780798912	0.262674003839493
3.0	PGFRB_709_721	P09619		NA	-0.114159740507603	0.288312584161758	0.203264236450195
7.0	PGFRB_768_780	P09619		NA	-0.202872753143311	0.219093009829521	7.41202011704445e-002
3.0	PGFRB_771_783	P09619		NA	-0.105526447296143	0.343957096338272	0.188790634274483
5.0	PLCG1_1246_1258	P19174		NA	-0.192826107144356	0.626110076904297	7.6993465423584e-002
1.0	PLCG1_764_776	P19174		NA	-0.121825218200684	0.101048149168491	0.158166244626045
1.0	PLCG1_777_789	P19174		NA	-0.279866695404053	0.100080646574497	0.189925193786621
1.0	PLCG2_1191_1203_C1200S	P16885		NA	-9.01365280151367e-002	9.13820266723633e-002	0.179545715451241
8.0	PLCG2_1211_1222_N1211K_N1212K	P16885		NA	-0.155774593353271	-4.50285263359547e-002	-1.78639087826014e-002
3.0	PP2AB_297_309	P62714		NA	-0.221988514065742	0.322429656982422	0.135259941220284
5.0	PRGR_545_557	P06401		NA	7.11933001875877e-002	2.72645545005798	1.91629815101624
6.0	PRGR_786_798	P06401		NA	-0.144017696380615	3.66781540215015e-002	0.3288893699646
7.0	PRRX2_202_214	Q99811		NA	-0.149381950497627	0.181377097964287	9.5847450196743e-002
5.0	PTN11_539_551	Q06124		NA	1.72745380550623e-002	6.4496673643589e-002	1.75143871456385e-002
2.0	PTN11_541_551	Q06124		NA	0.126813098788261	0.245086833834648	0.145332977175713
1.0	PTN11_57_67	Q06124		NA	-0.125258758664131	8.91914367675781e-002	0.162649154663086
6.0	PTN11_580_590	Q06124		NA	-0.114033855497837	-3.14812660217285e-002	0.192607566714287
9.0	PTN6_531_541	P29350		NA	-4.33320999145508e-002	-0.162995651364326	0.237888649106026
6.0	PTN6_558_570	P29350		NA	-0.238542392849922	-7.57768973708153e-002	0.259433597326279
1.0	RAF1_332_344	P04049		NA	-0.170705318450928	7.06591606140137e-002	0.194428279995918
9.0	RASA1_453_465	P20936		NA	-0.163793563842773	-0.168623134493828	0.214718028903008
4.0	RBL2_99_111	Q08999		NA	-0.201563358306885	0.169598743319511	-2.82769203186035e-002
1.0	RB_804_816	P06400		NA	1.82870235294104e-002	0.11166524887085	0.141854763031006
1.0	RET_1022_1034	P07949		NA	-9.18537750840187e-002	8.13627243041992e-002	0.144994422793388
2.0	RET_680_692	P07949		NA	0.512504994869232	0.859627306461334	5.5102963000536e-002
1.0	RON_1346_1358	Q04912		NA	-0.127250984311104	0.114232383668423	0.169505596160889
5.0	SRC_524_536	P12931		NA	6.0100395232439e-002	0.667958736419678	0.413249641656876
8.0	STAT4_714_726	Q14765		NA	-0.261575222015381	-5.9535663574934e-002	7.3294959962368e-002
5.0	TEC_512_524	P42680		NA	-9.5178447663784e-002	0.458736747503281	0.219252899289131
1.0	TIE2_986_998	Q02763		NA	-0.129637718200684	0.211236953735352	0.340064376592636
4.0	TNNT1_2_14	P13805		NA	-0.837599754333496	1.67333948612213	-0.250064760446548
3.0	TYK2_1048_1060	P29597		NA	-0.191583946347237	0.529740810394287	0.216504260897636
3.0	TYRO3_679_691	Q06418		NA	-0.121536254882813	0.334077030420303	0.196724414825439
2.0	VGFR1_1040_1052	P17948		NA	0.127986267209053	0.338900715112686	0.298218727111816
2.0	VGFR1_1049_1061	P17948		NA	0.35696616768837	0.608025729656219	0.373641967773438
5.0	VGFR1_1162_1174	P17948		NA	0.128682255744934	3.61288905143738	1.38786399364471
2.0	VGFR1_1206_1218	P17948		NA	0.230414941906929	0.333933919668198	7.8054666519165e-002
5.0	VGFR1_1235_1247	P17948		NA	0.648062109947205	2.95675468444824	0.620936095714569
2.0	VGFR1_1320_1332_C1320K/C1321K	P17948		NA	-0.25166392326355	0.233832359313965	-0.455779701471329
5.0	VGFR2_1046_1058	P35968		NA	2.94558214955032e-003	0.34939432144165	0.201473236083984
3.0	VGFR2_1168_1180	P35968		NA	-9.51128005981445e-002	0.44658088684082	0.280557483434677
2.0	VGFR2_944_956	P35968		NA	-0.183595657348633	9.05615463852882e-002	-0.133533000946045
8.0	VGFR2_989_1001	P35968		NA	-0.211316421627998	3.08707561343908e-002	-2.47182846069336e-002
1.0	VGFR3_1061_1073	P35916		NA	-6.599410623312e-002	0.35858616232872	0.316413730382919
7.0	VINC_815_827	P18206		NA	-0.222308948636055	0.140751674771309	0.126722976565361
2.0	VISTA_260_270	Q9H7M9		NA	-0.207724407315254	-4.98340912163258e-002	-0.281764984130859
5.0	YES_420_432	P07947		NA	-2.91775073856115e-002	0.891048908233643	0.338800102472305
6.0	ZAP70_313_325	P43403		NA	-0.115060485899448	-2.07827892154455e-002	0.200743362307549
3.0	ZAP70_485_497	P43403		NA	-0.138512924313545	0.424709469079971	0.250173717737198
1.0	ZBT16_621_633	Q05516		NA	-9.23987999558449e-002	7.7562652528286e-002	0.117782115936279
