BioNavigator Version	6.3.67.0	PamGrid Version	QuantitationType	MTvC::__pvalue.treatment	Protocol file name	FR PTK-4 Data analysis 230217 REPORTDate	Fri, 17 Feb 2023 10:12:52 GMT
3.0	FGFR2_762_774	P21802		NA	2.51650111749768e-003	2.22818143665791e-002	1.21108246967196e-002
2.0	FGFR3_641_653	P22607		NA	8.31661373376846e-002	0.287821501493454	0.164837747812271
3.0	FGFR3_753_765	P22607		NA	2.81305238604546e-002	0.244028151035309	0.122729822993279
7.0	FRK_380_392	P42685		NA	4.88303601741791e-002	8.27990414109081e-004	0.420071125030518
3.0	FYN_525_537	P06241		NA	6.66753128170967e-002	7.17414394021034e-002	0.227898687124252
3.0	GAB2_638_648	Q9UQC2		NA	1.39773299451917e-003	4.0986305102706e-003	4.70599671825767e-003
5.0	GSK3B_210_222_C218S	P49841		NA	0.190169021487236	0.498276621103287	4.84552569687366e-002
1.0	HAVR2_257_267_G257K	Q8TDQ0		NA	0.274341642856598	8.04822993814014e-005	0.815610885620117
2.0	INSR_1348_1360	P06213		NA	0.704456806182861	0.945594370365143	0.20380400121212
3.0	INSR_992_1004	P06213		NA	3.7867471575737e-002	3.95820438861847e-002	0.30152639746666
2.0	IRS1_890_902_P890K	P35568		NA	0.921333968639374	0.766875863075256	0.115517601370811
7.0	IRS2_626_638	Q9Y4H2		NA	9.83851924538612e-002	3.66741307079792e-002	0.564980447292328
7.0	JAK1_1027_1039	P23458		NA	0.20871065557003	1.92048791795969e-002	0.816585898399353
2.0	JAK2_1001_1013	O60674		NA	0.266024142503738	0.194752186536789	8.27098190784454e-002
7.0	JAK2_563_577	O60674		NA	9.08207893371582e-002	4.2219259776175e-003	0.171050071716309
5.0	JAK3_974_986	P52333		NA	8.42975676059723e-002	0.458007216453552	7.79497548937798e-002
8.0	K2C6B_53_65	P04259		NA	0.274284094572067	4.20232815667987e-003	0.888549864292145
1.0	K2C8_425_437	P05787		NA	0.131840482354164	8.94816126674414e-004	0.581652700901031
1.0	KIT_930_942_C942S	P10721		NA	0.165856316685677	2.16359010664746e-004	0.493079513311386
3.0	KSYK_518_530	P43405		NA	0.600313365459442	0.530173301696777	0.533165156841278
6.0	LAT_194_206	O43561		NA	9.27351973950863e-003	1.97997171198949e-004	0.321926116943359
3.0	LAT_249_261	O43561		NA	3.38120125234127e-002	1.48712201043963e-002	0.466882228851318
1.0	LCK_387_399	P06239		NA	0.111223176121712	9.87627543509007e-003	0.814385056495667
7.0	LYN_391_403	P07948		NA	0.106392249464989	0.192121148109436	0.53496789932251
6.0	LYN_501_512	P07948		NA	6.86477795243263e-002	2.52441456541419e-003	0.266114562749863
3.0	MAPK3_198_210_C203S	Q16644		NA	0.178899973630905	0.217380851507187	0.540981471538544
5.0	MBP_198_210	P02686		NA	6.45420998334885e-002	0.94300377368927	3.60756479203701e-002
2.0	MBP_259_271	P02686		NA	0.897217929363251	0.924175083637238	0.600313305854797
4.0	MBP_263_275	P02686		NA	5.30828721821308e-002	3.28629352152348e-002	0.823935389518738
1.0	MET_1227_1239	P08581		NA	0.230431839823723	3.19244200363755e-003	0.727117955684662
7.0	MET_1228_1240	P08581		NA	2.26260181516409e-002	7.35186692327261e-003	0.36104017496109
7.0	MK01_180_192	P28482		NA	3.26973982155323e-002	5.16451196745038e-003	2.7249539270997e-002
8.0	MK03_199_208	P27361		NA	5.72886019945145e-002	0.11123089492321	0.502775132656097
8.0	MK07_212_224	Q13164		NA	0.707365572452545	4.79809269309044e-002	0.526517808437347
3.0	MK08_181_191	P45983		NA	6.51649315841496e-004	5.41295064613223e-003	5.01909106969833e-003
7.0	MK10_216_228	P53779		NA	0.334020882844925	0.438439249992371	0.759032845497131
5.0	MK12_178_190	P53778		NA	0.213614478707314	0.451361179351807	0.151327699422836
5.0	MK12_180_189_M182B	P53778		NA	0.207355096936226	0.736581385135651	6.13321550190449e-002
2.0	MK14_173_185	Q16539		NA	0.566409349441528	0.281038165092468	9.27258133888245e-002
7.0	MK14_177_187	Q16539		NA	0.505046963691711	0.608595609664917	0.811766266822815
7.0	MPZL1_235_246_H235K_Q236K	O95297		NA	1.24724898487329e-002	6.4996974542737e-003	0.187225058674812
6.0	MUSK_548_560	O15146		NA	0.315112978219986	3.24153155088425e-002	0.782752752304077
2.0	NCF1_313_325	P14598		NA	0.478420794010162	0.12947191298008	0.180485978722572
2.0	NTRK1_489_501	P04629		NA	0.13339738547802	0.436487406492233	0.896558403968811
7.0	NTRK2_696_708	Q16620		NA	9.96204167604446e-002	1.33094296324998e-003	0.468885183334351
2.0	ODBA_340_352_D340K	P12694		NA	0.140661835670471	0.864324688911438	0.94642573595047
7.0	P85A_600_612	P27986		NA	6.01512081921101e-002	6.48817718029022e-002	0.24517023563385
1.0	PAXI_111_123	P49023		NA	5.77199757099152e-002	8.86799170984887e-006	0.536739468574524
1.0	PAXI_24_36	P49023		NA	0.382116109132767	7.25307082757354e-003	0.841339349746704
4.0	PDCD1_221_229_FS219_220KK	Q15116		NA	0.384791791439056	3.04350852966309e-002	0.405604124069214
1.0	PDPK1_2_14	O15530		NA	0.236771166324615	2.07437697099522e-004	0.160979434847832
5.0	PDPK1_369_381	O15530		NA	1.74407158046961e-002	0.10206101089716	1.39132561162114e-002
1.0	PECA1_706_718	P16284		NA	0.54751193523407	2.33778901019832e-005	0.345718741416931
1.0	PECA1_708_718	P16284		NA	0.155513554811478	1.16092460302752e-005	0.340771943330765
1.0	PGFRB_1002_1014	P09619		NA	0.978256285190582	1.23999146744609e-002	0.816465497016907
6.0	PGFRB_1014_1028	P09619		NA	1.97828784584999e-002	1.41877867281437e-003	0.274466753005981
7.0	PGFRB_572_584	P09619		NA	5.01699931919575e-002	7.760024163872e-003	0.673065543174744
7.0	PGFRB_709_721	P09619		NA	5.93550130724907e-002	0.125214546918869	9.96373444795609e-002
5.0	PGFRB_768_780	P09619		NA	7.93750863522291e-003	0.638002395629883	3.95148852840066e-003
3.0	PGFRB_771_783	P09619		NA	6.34255306795239e-003	6.72921389341354e-002	0.112955838441849
5.0	PLCG1_1246_1258	P19174		NA	0.592823386192322	0.927019000053406	0.415319591760635
1.0	PLCG1_764_776	P19174		NA	6.14416897296906e-002	4.22233366407454e-004	0.648843109607697
2.0	PLCG1_777_789	P19174		NA	0.433102160692215	0.101495906710625	0.493198931217194
7.0	PLCG2_1191_1203_C1200S	P16885		NA	3.81477177143097e-002	5.5608581751585e-003	0.530107140541077
2.0	PLCG2_1211_1222_N1211K_N1212K	P16885		NA	0.356764853000641	0.460007578134537	0.116168640553951
5.0	PP2AB_297_309	P62714		NA	0.147475361824036	0.553658068180084	7.17705711722374e-002
4.0	PRGR_545_557	P06401		NA	0.836899697780609	6.36452212929726e-002	0.390423357486725
5.0	PRGR_786_798	P06401		NA	2.9242567718029e-002	0.445966064929962	0.347653150558472
8.0	PRRX2_202_214	Q99811		NA	5.7796313194558e-004	4.69369068741798e-003	0.778671622276306
4.0	PTN11_539_551	Q06124		NA	0.678006231784821	0.183606192469597	0.135120883584023
2.0	PTN11_541_551	Q06124		NA	0.812943279743195	0.863423466682434	0.591755867004395
1.0	PTN11_57_67	Q06124		NA	1.0856713168323e-002	6.57778873573989e-005	0.480092585086823
1.0	PTN11_580_590	Q06124		NA	0.237532079219818	7.73535211919807e-005	0.968099057674408
1.0	PTN6_531_541	P29350		NA	0.270493596792221	3.26428016705904e-006	0.791349172592163
1.0	PTN6_558_570	P29350		NA	0.275836259126663	1.37629671371542e-004	0.369944721460342
8.0	RAF1_332_344	P04049		NA	0.528798818588257	3.62246334552765e-002	0.210861280560493
1.0	RASA1_453_465	P20936		NA	0.438555508852005	3.73680304619484e-005	0.94886714220047
2.0	RBL2_99_111	Q08999		NA	3.46136428415775e-002	0.282594174146652	0.776240289211273
8.0	RB_804_816	P06400		NA	0.772324681282043	8.05780291557312e-003	0.365950345993042
7.0	RET_1022_1034	P07949		NA	1.31979128345847e-002	8.15699342638254e-004	0.831656038761139
2.0	RET_680_692	P07949		NA	0.640727698802948	0.565289676189423	0.801152110099792
7.0	RON_1346_1358	Q04912		NA	3.19668687880039e-002	3.15439130645245e-004	0.252548515796661
6.0	SRC_524_536	P12931		NA	0.967579245567322	8.60370919108391e-002	0.638905107975006
7.0	STAT4_714_726	Q14765		NA	9.18577611446381e-002	7.89120513945818e-003	0.108103409409523
8.0	TEC_512_524	P42680		NA	0.377080589532852	0.133254453539848	0.401309072971344
3.0	TIE2_986_998	Q02763		NA	0.12665793299675	0.245500773191452	4.0914673358202e-002
6.0	TNNT1_2_14	P13805		NA	0.152038291096687	1.54276058310643e-005	0.894624769687653
8.0	TYK2_1048_1060	P29597		NA	0.626030385494232	2.47165537439287e-003	0.70416396856308
8.0	TYRO3_679_691	Q06418		NA	0.953056991100311	7.77872577309608e-002	0.560885846614838
7.0	VGFR1_1040_1052	P17948		NA	8.22897106409073e-002	2.67050974071026e-002	7.85597711801529e-002
4.0	VGFR1_1049_1061	P17948		NA	0.624373257160187	0.313604563474655	0.746982634067535
2.0	VGFR1_1162_1174	P17948		NA	0.6204794049263	0.802849590778351	0.901488363742828
4.0	VGFR1_1206_1218	P17948		NA	0.659024596214294	0.323352992534637	0.877724647521973
6.0	VGFR1_1235_1247	P17948		NA	0.453795850276947	7.37225562334061e-002	0.829548358917236
7.0	VGFR1_1320_1332_C1320K/C1321K	P17948		NA	0.816325128078461	0.272994667291641	0.780246376991272
1.0	VGFR2_1046_1058	P35968		NA	0.648941516876221	0.109726399183273	0.940147221088409
7.0	VGFR2_1168_1180	P35968		NA	8.87612700462341e-002	1.19304936379194e-002	0.877349138259888
5.0	VGFR2_1207_1219_C1208S	P35968		NA	0.208807200193405	0.87926310300827	0.458840250968933
3.0	VGFR2_944_956	P35968		NA	1.30980657413602e-002	5.41103444993496e-002	3.79097424447536e-002
1.0	VGFR2_989_1001	P35968		NA	0.154451161623001	6.65069967508316e-002	0.597114980220795
7.0	VGFR3_1061_1073	P35916		NA	3.21163386106491e-002	4.8265652731061e-003	5.42807467281818e-002
4.0	VINC_815_827	P18206		NA	0.854210913181305	0.646794438362122	3.78139354288578e-002
4.0	VISTA_260_270	Q9H7M9		NA	0.694690048694611	0.217865735292435	0.744352757930756
1.0	YES_420_432	P07947		NA	0.131581351161003	8.19373992271721e-004	0.746762633323669
7.0	ZAP70_313_325	P43403		NA	2.43663899600506e-002	5.62820164486766e-003	0.443406492471695
1.0	ZAP70_485_497	P43403		NA	0.332290500402451	9.8196966573596e-003	0.374774098396301
3.0	ZBT16_621_633	Q05516		NA	0.323520541191101	0.495108664035797	0.412017017602921
