Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
Q9UPZ9	ICK	CMGC	RCK	0.735682763916623	0.1424793472267	0.878162111143322	0.517961521345945	-0.14857650473354	-0.111033518205238	0.0650263601348936	3.33333333333333
O96017	CHK2	CAMK	RAD53	0.401128706014124	0.069787330664225	0.470916036678349	0.49616575353712	-0.0783504849080412	-0.080530641382141	0.0144636399069901	17.7777777777778
Q96Q40	PFTAIRE2	CMGC	CDK	0.493852446147718	0.094594312171601	0.588446758319319	0.490689925790709	-0.114098356877977	-0.0987684775701045	0.0230221564714304	4.11111111111111
Q13153	PAK1	STE	STE20	0.396691572093618	0.073093698051596	0.469785270145214	0.472885888360195	-0.0929408292979151	-0.0929408292979151	0	6
P45984	JNK2	CMGC	MAPK	0.396261811646484	0.0616943528053141	0.457956164451798	0.469677333159612	-0.0795456454326745	-0.0826532093915456	0.00851698042577789	16.1111111111111
Q9Y6S9	RSKL2	AGC	RSKL	0.398397976030555	0.0760822195989301	0.474480195629485	0.469259311959687	-0.111437926332231	-0.111437926332231	0	3
P04049	RAF1	TKL	RAF	0.369387427523045	0.0667571513023355	0.43614457882538	0.449404792510672	-0.0877446043230696	-0.0890418535173984	0.00389174758298635	6.88888888888889
Q16512	PKN1/PRK1	AGC	PKN	0.367898861909948	0.077274818433197	0.445173680343145	0.441272234554811	-0.0887858156582158	-0.0911191338100283	0.00724717966964166	5.55555555555556
O14965	AurA/Aur2	Other	AUR	0.355381285782144	0.0717505577196391	0.427131843501783	0.431028965336382	-0.0885976447308948	-0.0885976447308948	0	5
Q15349	RSK1/p90RSK	AGC	RSK	0.290260774856244	0.070134379063877	0.360395153920121	0.351366811010032	-0.0776230066568881	-0.0776230066568881	0	5
P49137	MAPKAPK2	CAMK	MAPKAPK	0.248309263173287	0.0586067997569386	0.306916062930225	0.302568382425535	-0.0642528270314661	-0.0682636519738681	0.0113108192003824	26.6666666666667
O15264	p38[delta]	CMGC	MAPK	0.204971275538228	0.0388444368977694	0.243815712435997	0.297793562166816	-0.051570139265701	-0.0671869099309475	0.02979589980829	15
O75116	ROCK2	AGC	DMPK	0.229647344459145	0.0577958989154253	0.28744324337457	0.250294596170295	-0.0628137922034094	-0.0632591086572541	0.0209917787474579	4.4
P51955	Nek2	Other	NEK	0.185994812988592	0.0573173094635184	0.24331212245211	0.237339438489479	-0.0602344608860033	-0.0602344608860033	0	3
O43930	PRKY	AGC	PKA	0.215284616152116	0.0409364797502352	0.256221095902351	0.219380299488024	-0.0576518365207108	-0.0532048188506842	0.0241644988196238	8.77777777777778
O15075	DCAMKL1	CAMK	DCAMKL	0.175312287006699	0.049291623081539	0.224603910088238	0.21608727787802	0.0344137710916055	0.0344137710916055	0.057617537915563	3.5
Q96GD4	AurB/Aur1	Other	AUR	0.298615692655906	0.0618438274058125	0.360459520061719	0.215579575095867	-0.08065404331051	-0.0574140488795157	0.0461154343012028	3.77777777777778
Q00526	CDK3	CMGC	CDK	0.308842993482014	0.0420532484117019	0.350896241893716	0.212737943484144	-0.0682769187732276	-0.0508256007885067	0.0264527498485714	10
Q16539	MAPK14	CMGC	MAPK	0.169293871111424	0.0381710362494314	0.207464907360856	0.206858049758799	-0.0146268300039388	-0.0465282283834263	0.0524667305432822	11.1111111111111
Q16644	MAPKAPK3	CAMK	MAPKAPK	0.186245299752133	0.0505499452964794	0.236795245048612	0.205082750727313	-0.0611241027255967	-0.0605263000236992	0.00791957137282145	32.6666666666667
Q13237	PKG2	AGC	PKG	0.146240811816252	0.0527519850414756	0.198992796857728	0.189455654908362	-0.0565997424108503	-0.0550121278206193	0.00751491011932076	34.1111111111111
Q13131	AMPK[alpha]1	CAMK	CAMKL	0.137791055440199	0.0444602990200891	0.182251354460288	0.183530672398357	-0.0432227806944735	-0.0472605256815363	0.00651564799511005	10.4444444444444
P17612	PKA[alpha]	AGC	PKA	0.141190933308719	0.0489156167519733	0.190106550060693	0.181378273624111	-0.0608421739305378	-0.0600775661928977	0.00432661803710739	48.6666666666667
P41279	COT	STE	STE-Unique	0.146487860159474	0.0369756474548287	0.183463507614303	0.177144396155319	-0.0522342212976752	-0.0522342212976752	0	3
Q00532	CDKL1	CMGC	CDKL	0.15587491009485	0.0329373051892824	0.188812215284132	0.174080793341408	-0.0450135000757038	-0.0486690847803064	0.0330742807248612	4.6
O14920	IKK[beta]	Other	IKK	0.103136928372677	0.0288288118794897	0.131965740252167	0.170580430745971	-0.0371946492086186	-0.0503347009513577	0.0191096398881011	3.66666666666667
P48729	CK1[alpha]	CK1	CK1	0.0906828841426805	0.0127579955740351	0.103440879716716	0.148878689750026	0.0285105146411759	0.0431575588630647	0.0224178868280081	9.77777777777778
P45983	JNK1	CMGC	MAPK	0.143699713457978	0.0357621879847195	0.179461901442697	0.144917175060701	-0.051171407239954	-0.0473142046363582	0.0105735650772311	21.5555555555556
P53779	JNK3	CMGC	MAPK	0.190888243471644	0.0393947158688824	0.230282959340526	0.144917175060701	-0.0561177872230707	-0.0473142046363582	0.0170021226893299	21.1111111111111
Q9HBY8	SGK2	AGC	SGK	0.0879690274839774	0.0307774946866688	0.118746522170646	0.134356011208702	-0.00970570355307484	-0.00667801973053762	0.0367957161723457	13.7777777777778
Q14164	IKK[epsilon]	Other	IKK	0.227086912733769	0.0385138480299702	0.265600760763739	0.127654893931767	-0.0568874476181916	-0.0345128637007223	0.0332090676135961	6.66666666666667
Q8NI60	ADCK3	Atypical	ABC1	0.247887514411279	0.0487827845517447	0.296670298963024	0.125427737861608	-0.0617961144484192	-0.0344366029346204	0.0518786789866966	7.77777777777778
P16066	ANP[alpha]	RGC	RGC	0.108406527553834	0.0234304130253705	0.131836940579204	0.121462119815845	-0.0431004042955641	-0.0429141576962651	0.00610804577984217	18.6666666666667
P51817	PRKX	AGC	PKA	0.0902913535155878	0.0354541485110774	0.125745502026665	0.117134080278371	-0.0453363645151852	-0.0443369940738504	0.0110289478151069	29.3333333333333
P42345	mTOR/FRAP	Atypical	PIKK	0.0869417456126912	0.023635446283723	0.110577191896414	0.114638779968488	-0.0286365364103146	-0.0295864006721793	0.0100576312426013	5.88888888888889
Q15759	p38[beta]	CMGC	MAPK	0.198917711669149	0.0350740313546229	0.233991743023771	0.109243748081782	-0.0524947750650239	-0.0346978662115345	0.0346059301161753	5
O15111	IKK[alpha]	Other	IKK	0.0992955794702726	0.0281008229123819	0.127396402382655	0.101783987071655	-0.0349725735204648	-0.0267782043633244	0.0122915537357106	3.66666666666667
P06493	CDC2/CDK1	CMGC	CDK	0.121314836124235	0.0198926698723159	0.141207505996551	0.0995804314024025	-0.0406940521973246	-0.0328351974577624	0.0151246641126193	15.8888888888889
Q9UBS0	p70S6K[beta]	AGC	RSK	0.0777469764682397	0.0281009936562458	0.105847970124486	0.0935011857003138	-0.0357531389938266	-0.0463748773455635	0.0226281612313229	22.5555555555556
P24941	CDK2	CMGC	CDK	0.0689899241184224	0.0112373362525589	0.0802272603709813	0.0929585920538677	-0.0268199432669054	-0.0339405150258069	0.0198496856389582	15.1111111111111
O14757	CHK1	CAMK	CAMKL	0.0783285084850554	0.0120159740254126	0.0903444825104679	0.0750924755891075	0.0229691263873282	0.0226178154304924	0.0167421659316042	8
P11802	CDK4	CMGC	CDK	0.0500218139196602	0.00368722451846895	0.0537090384381291	0.0562720764444815	-0.0188298572911643	-0.0204645427264551	0.00490405630587239	6.22222222222222
P23443	p70S6K	AGC	RSK	0.0570110332243717	0.0146397084666637	0.0716507416910354	0.0522291690237559	-0.0262837535552294	-0.0231999001238966	0.00982486363117334	18.4444444444444
Q9UIK4	DAPK2	CAMK	DAPK	0.0475902541782791	0.00349097347195034	0.0510812276502295	0.050606268575782	-0.0177929801151427	-0.0177929801151427	0	3
Q8IWB6	SgK307	Other	NKF5	0.441002829769889	0.0912283791614735	0.532231208931362	0.0432170742231032	0.0918874651848403	0.00925957136641511	0.113142903308733	4.2
Q00535	CDK5	CMGC	CDK	0.00642695932220241	0	0.00642695932220241	0.00612308505878879	-0.0029874717206345	-0.0029874717206345	0	11
