BioNavigator Version	6.3.67.0	PamGrid Version	QuantitationType	MTvC::__LogFC	Protocol file name	FR PTK-4 Data analysis 230217 REPORTDate	Fri, 17 Feb 2023 10:12:51 GMT
7.0	FES_706_718	P07332		NA	-0.139561653137207	0.434111595153809	-0.114178337156773
8.0	FGFR1_761_773	P11362		NA	-5.51044158637524e-002	0.29167652130127	0.102734565734863
3.0	FGFR2_762_774	P21802		NA	-0.367616504430771	-0.240013912320137	-0.274058818817139
2.0	FGFR3_641_653	P22607		NA	-0.774960279464722	0.445840984582901	0.598640501499176
3.0	FGFR3_753_765	P22607		NA	-0.31782802939415	-0.149396106600761	-0.204983547329903
7.0	FRK_380_392	P42685		NA	-0.192374870181084	0.430508613586426	-7.04409256577492e-002
3.0	FYN_525_537	P06241		NA	-0.363796383142471	-0.355722278356552	-0.223935127258301
3.0	GAB2_638_648	Q9UQC2		NA	-0.443218559026718	-0.368744701147079	-0.359628200531006
5.0	GSK3B_210_222_C218S	P49841		NA	-9.92153510451317e-002	4.9161434173584e-002	-0.161218479275703
1.0	HAVR2_257_267_G257K	Q8TDQ0		NA	-8.91977921128273e-002	0.558132171630859	-1.83188114315271e-002
2.0	INSR_1348_1360	P06213		NA	0.135442733764648	2.4255434051156e-002	0.476688712835312
3.0	INSR_992_1004	P06213		NA	-0.167662143707275	-0.165745094418526	-7.45398178696632e-002
2.0	IRS1_890_902_P890K	P35568		NA	2.93965339660645e-002	8.84774550795555e-002	0.509185135364532
7.0	IRS2_626_638	Q9Y4H2		NA	-0.232316017150879	0.3111392557621	-7.45595321059227e-002
7.0	JAK1_1027_1039	P23458		NA	-0.143511608242989	0.306790828704834	-2.51595173031092e-002
2.0	JAK2_1001_1013	O60674		NA	0.348272234201431	0.412165492773056	0.577451407909393
7.0	JAK2_563_577	O60674		NA	-0.152031898498535	0.312620013952255	-0.118943214416504
5.0	JAK3_974_986	P52333		NA	-0.155398368835449	6.14941902458668e-002	-0.1593848913908
8.0	K2C6B_53_65	P04259		NA	-5.21750450134277e-002	0.175849437713623	6.43126154318452e-003
1.0	K2C8_425_437	P05787		NA	-0.145976379513741	0.446346431970596	4.99429702758789e-002
1.0	KIT_930_942_C942S	P10721		NA	-0.140162780880928	0.585437119007111	-6.60241469740868e-002
3.0	KSYK_518_530	P43405		NA	-4.1938304901123e-002	-5.04453964531422e-002	-5.00694923102856e-002
6.0	LAT_194_206	O43561		NA	-0.501331329345703	-0.949512183666229	-0.155379936099052
3.0	LAT_249_261	O43561		NA	-0.307893753051758	-0.3721923828125	-9.19825211167336e-002
1.0	LCK_387_399	P06239		NA	-0.198821380734444	0.373606204986572	-2.69500408321619e-002
7.0	LYN_391_403	P07948		NA	-0.306406825780869	0.239935085177422	-0.109192050993443
6.0	LYN_501_512	P07948		NA	-0.158348396420479	-0.325802952051163	-9.00313034653664e-002
3.0	MAPK3_198_210_C203S	Q16644		NA	-0.121441997587681	-0.110370479524136	-5.26329688727856e-002
5.0	MBP_198_210	P02686		NA	-0.284537315368652	9.79804992675781e-003	-0.334065586328506
2.0	MBP_259_271	P02686		NA	-1.48822469636798e-002	1.09623270109296e-002	6.08792304992676e-002
4.0	MBP_263_275	P02686		NA	0.431741148233414	0.490282773971558	4.37714271247387e-002
1.0	MET_1227_1239	P08581		NA	-8.20433273911476e-002	0.262533038854599	2.28454265743494e-002
7.0	MET_1228_1240	P08581		NA	-0.228634834289551	0.289389938116074	-7.86488875746727e-002
7.0	MK01_180_192	P28482		NA	-0.142502143979073	0.210555389523506	-0.148991897702217
8.0	MK03_199_208	P27361		NA	-0.199096992611885	0.160624027252197	6.29631653428078e-002
8.0	MK07_212_224	Q13164		NA	-4.45286445319653e-002	0.266932010650635	7.57735595107079e-002
3.0	MK08_181_191	P45983		NA	-0.284601837396622	-0.199320152401924	-0.202119991183281
7.0	MK10_216_228	P53779		NA	-7.96335563063622e-002	6.31645545363426e-002	-2.45904922485352e-002
5.0	MK12_178_190	P53778		NA	-0.111198268830776	6.5157413482666e-002	-0.130552768707275
5.0	MK12_180_189_M182B	P53778		NA	-0.120075382292271	-3.04892864078283e-002	-0.190383598208427
2.0	MK14_173_185	Q16539		NA	-0.107434272766113	0.207697078585625	0.342924743890762
7.0	MK14_177_187	Q16539		NA	-5.45646362006664e-002	4.16660308837891e-002	-1.92462597042322e-002
7.0	MPZL1_235_246_H235K_Q236K	O95297		NA	-0.201704502105713	0.229501083493233	-9.06955376267433e-002
6.0	MUSK_548_560	O15146		NA	9.87084731459618e-002	-0.23799355328083	2.62657795101404e-002
2.0	NCF1_313_325	P14598		NA	0.15512228012085	0.352606147527695	0.306109100580215
2.0	NTRK1_489_501	P04629		NA	-0.756216287612915	-0.370797783136368	6.07566833496094e-002
7.0	NTRK2_696_708	Q16620		NA	-7.32777938246727e-002	0.189462661743164	-2.99208965152502e-002
2.0	ODBA_340_352_D340K	P12694		NA	-0.435989946126938	4.70488853752613e-002	1.84871349483728e-002
7.0	P85A_600_612	P27986		NA	-0.249567344784737	0.244024589657784	-0.143087700009346
1.0	PAXI_111_123	P49023		NA	-0.135763809084892	0.60962039232254	-3.95758934319019e-002
1.0	PAXI_24_36	P49023		NA	-8.68822708725929e-002	0.335749298334122	-1.94272994995117e-002
4.0	PDCD1_221_229_FS219_220KK	Q15116		NA	0.302128076553345	0.862503945827484	0.288496106863022
1.0	PDPK1_2_14	O15530		NA	-7.63928070664406e-002	0.382740646600723	-9.22727584838867e-002
5.0	PDPK1_369_381	O15530		NA	-0.301875740289688	0.186652824282646	-0.316925525665283
1.0	PECA1_706_718	P16284		NA	-5.13668060302734e-002	0.713196456432343	-8.19524154067039e-002
1.0	PECA1_708_718	P16284		NA	-0.126283332705498	0.772196769714355	-8.1573486328125e-002
1.0	PGFRB_1002_1014	P09619		NA	-3.11565399169922e-003	0.355824947357178	2.65781078487635e-002
6.0	PGFRB_1014_1028	P09619		NA	-0.36672654747963	-0.601750552654266	-0.148174926638603
7.0	PGFRB_572_584	P09619		NA	-0.161633804440498	0.247486755251884	-3.07200755923986e-002
7.0	PGFRB_709_721	P09619		NA	-0.132360458374023	0.10319709777832	-0.112219490110874
5.0	PGFRB_768_780	P09619		NA	-0.11921501159668	-1.65969524532557e-002	-0.135766983032227
3.0	PGFRB_771_783	P09619		NA	-0.217143848538399	-0.12529356777668	-0.105419956147671
5.0	PLCG1_1246_1258	P19174		NA	-7.03813210129738e-002	-1.19455652311444e-002	-0.108563102781773
1.0	PLCG1_764_776	P19174		NA	-0.178291320800781	0.472716003656387	-3.87932471930981e-002
2.0	PLCG1_777_789	P19174		NA	-0.10365168005228	-0.232321575284004	9.01697501540184e-002
7.0	PLCG2_1191_1203_C1200S	P16885		NA	-0.185763359069824	0.281554222106934	-4.91650886833668e-002
2.0	PLCG2_1211_1222_N1211K_N1212K	P16885		NA	-7.55844116210938e-002	5.99880218505859e-002	0.136156246066093
5.0	PP2AB_297_309	P62714		NA	-0.121250472962856	4.67405319213867e-002	-0.156827926635742
4.0	PRGR_545_557	P06401		NA	0.149063512682915	1.50785040855408	-0.636397361755371
5.0	PRGR_786_798	P06401		NA	-0.282329887151718	8.53873863816261e-002	-0.106280170381069
8.0	PRRX2_202_214	Q99811		NA	-0.213095188140869	0.150388076901436	-1.12759275361896e-002
4.0	PTN11_539_551	Q06124		NA	8.81659165024757e-002	0.297908931970596	-0.340128511190414
2.0	PTN11_541_551	Q06124		NA	-3.43038253486156e-002	-2.49153766781092e-002	7.83419609069824e-002
1.0	PTN11_57_67	Q06124		NA	-0.220666244626045	0.505165100097656	-4.95223999023438e-002
1.0	PTN11_580_590	Q06124		NA	-8.35412368178368e-002	0.483205944299698	-2.70001101307571e-003
1.0	PTN6_531_541	P29350		NA	-9.7892127931118e-002	0.938961684703827	-2.26230621337891e-002
1.0	PTN6_558_570	P29350		NA	-0.105570316314697	0.61391943693161	-8.57470855116844e-002
8.0	RAF1_332_344	P04049		NA	-3.75499725341797e-002	0.143308639526367	7.75793418288231e-002
1.0	RASA1_453_465	P20936		NA	-6.91477432847023e-002	0.693406760692596	-5.61269139871001e-003
2.0	RBL2_99_111	Q08999		NA	-0.205459117889404	-9.31161269545555e-002	2.3764768615365e-002
8.0	RB_804_816	P06400		NA	2.24045123904943e-002	0.262114524841309	7.17336311936378e-002
7.0	RET_1022_1034	P07949		NA	-0.218870475888252	0.359512001276016	-1.51653289794922e-002
2.0	RET_680_692	P07949		NA	-0.384323567152023	-0.47529935836792	0.206356212496758
7.0	RON_1346_1358	Q04912		NA	-0.127102062106133	0.295208305120468	-6.04437179863453e-002
6.0	SRC_524_536	P12931		NA	-5.37761067971587e-003	-0.250985771417618	-6.25319480895996e-002
7.0	STAT4_714_726	Q14765		NA	-0.168326213955879	0.309100151062012	-0.159005329012871
8.0	TEC_512_524	P42680		NA	-9.43118706345558e-002	0.168532058596611	8.93869400024414e-002
3.0	TIE2_986_998	Q02763		NA	-0.181617572903633	-0.13352458178997	-0.259376376867294
6.0	TNNT1_2_14	P13805		NA	-0.85109406709671	-4.96016407012939	-7.35023841261864e-002
8.0	TYK2_1048_1060	P29597		NA	-3.259102627635e-002	0.27927765250206	2.53157615661621e-002
8.0	TYRO3_679_691	Q06418		NA	1.10832853242755e-002	0.369006782770157	0.110701881349087
7.0	VGFR1_1040_1052	P17948		NA	-0.156325981020927	0.213232681155205	-0.158682823181152
4.0	VGFR1_1049_1061	P17948		NA	0.151985809206963	0.320966243743896	-9.96904373168945e-002
2.0	VGFR1_1162_1174	P17948		NA	-0.439297467470169	0.220157384872437	0.1089848279953
4.0	VGFR1_1206_1218	P17948		NA	7.07424506545067e-002	0.162499114871025	2.45270729064941e-002
6.0	VGFR1_1235_1247	P17948		NA	-0.403616279363632	-1.0544468164444	-0.114033378660679
7.0	VGFR1_1320_1332_C1320K/C1321K	P17948		NA	-0.104552507400513	0.512662589550018	-0.12568299472332
1.0	VGFR2_1046_1058	P35968		NA	-4.98059578239918e-002	0.189481258392334	8.16043186932802e-003
7.0	VGFR2_1168_1180	P35968		NA	-0.190941169857979	0.319098949432373	1.57074928283691e-002
5.0	VGFR2_1207_1219_C1208S	P35968		NA	-0.738766372203827	8.4757886826992e-002	-0.420574754476547
3.0	VGFR2_944_956	P35968		NA	-0.339364379644394	-0.241079643368721	-0.265452712774277
1.0	VGFR2_989_1001	P35968		NA	-0.213155433535576	0.287763595581055	-7.45935440063477e-002
7.0	VGFR3_1061_1073	P35916		NA	-0.172239139676094	0.256530612707138	-0.149856731295586
4.0	VINC_815_827	P18206		NA	-1.34922666475177e-002	3.3842246979475e-002	-0.176674529910088
4.0	VISTA_260_270	Q9H7M9		NA	4.95495796203613e-002	0.162825748324394	4.11019325256348e-002
1.0	YES_420_432	P07947		NA	-0.168540477752686	0.522152423858643	-3.35469245910645e-002
7.0	ZAP70_313_325	P43403		NA	-0.220718070864677	0.298967033624649	-6.42859116196632e-002
1.0	ZAP70_485_497	P43403		NA	-9.32445526123047e-002	0.304299354553223	-8.49294662475586e-002
3.0	ZBT16_621_633	Q05516		NA	-0.196682289242744	-0.13361930847168	-0.161790534853935
