Kinase Uniprot ID	Kinase Name	Kinase Group	Kinase Family	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P22455	FGFR4	TK	FGFR	0.107005617043207	1.56459226537966	1.67159788242287	1.6086413975126	-0.552175377158159	-0.563672921836637	0.0399204428098759	17.5555555555556
Q16620	TRKB	TK	Trk	0.296805030809588	1.20146580356386	1.49827083437344	1.55246987569036	-0.631207955552813	-0.652447120059304	0.0615441414897282	24.3333333333333
P16234	PDGFR[alpha]	TK	PDGFR	0.459584003118677	1.11982162571462	1.5794056288333	1.54637592640855	-0.720987978307243	-0.692445051693592	0.0449678028451752	4.44444444444444
P04629	TRKA	TK	Trk	0.348955337736051	1.2007356126795	1.54969095041555	1.54497231764322	-0.649820465069544	-0.654348979119453	0.0816444599396384	16
P21802	FGFR2	TK	FGFR	0.136313358615248	1.40410388848871	1.54041724710396	1.52578373592374	-0.545473381686372	-0.542996647974509	0.0457896097273923	9.88888888888889
Q15303	HER4	TK	EGFR	0.0304652605988071	1.45388023389291	1.48434549449172	1.45247142354022	-0.519682164454082	-0.536242480218462	0.0527794719822364	35.5555555555556
P22607	FGFR3	TK	FGFR	0.1509453953353	1.3621148737946	1.5130602691299	1.44601993515174	-0.553342551089441	-0.532353098597587	0.0442750466421854	8.66666666666667
P10721	Kit	TK	PDGFR	0.204592335466618	1.38579567218437	1.59038800765099	1.4350973274708	-0.602696328155893	-0.594462487232562	0.0202062970630164	12.4285714285714
Q12866	Mer	TK	Axl	0.106002304868555	1.32966347159214	1.4356657764607	1.42113167133397	-0.594737558894153	-0.604788404872263	0.0298807257755872	48.2222222222222
P51813	Etk/BMX	TK	Tec	0.1055288207485	1.33609163138459	1.44162045213309	1.4145392704915	-0.584181246314331	-0.584615294438749	0.0352283722782209	36.3333333333333
P42684	Arg	TK	Abl	0.0200392941960636	1.35147398771925	1.37151328191531	1.41027374374576	-0.549765557431868	-0.560049651118126	0.0197321659080371	57.7777777777778
P07333	FmS/CSFR	TK	PDGFR	0.235988530569491	1.02190412560751	1.257892656177	1.39095985081644	-0.581799526546907	-0.61081035268949	0.128305324767731	7.125
P09769	Fgr	TK	Src	0.0449892204836077	1.34122940195095	1.38621862243456	1.37345434097287	-0.434543717444488	-0.403790501014629	0.0672000739650462	10.6666666666667
P07948	Lyn	TK	Src	0.230460048273175	1.12160895510795	1.35206900338113	1.34667168980165	-0.618071307413339	-0.616559078391926	0.0271085305725304	23.3333333333333
P17948	FLT1	TK	VEGFR	0.0676526183873099	1.19012454259675	1.25777716098406	1.34582345812204	-0.519358735972445	-0.504371438129637	0.0506521115756424	17.5555555555556
P00533	EGFR	TK	EGFR	0.00370288688775651	1.34052947915321	1.34423236604097	1.3424852237308	-0.505413068455778	-0.502865647713111	0.0421526457213262	54
P00519	Abl	TK	Abl	0.0442652513055119	1.22318886147658	1.26745411278209	1.3313904699101	-0.566507342314477	-0.568972319980945	0.0205927371502919	50.4444444444444
P16591	Fer	TK	Fer	0.151794293810134	1.21627235479853	1.36806664860866	1.32202824718926	-0.512857416743249	-0.497035547851008	0.115246357000899	8.55555555555556
Q01973	ROR1	TK	Ror	0.377935690665267	0.939713034397075	1.31764872506234	1.31764872506234	-0.696996948431932	-0.696996948431932	0	3
P35916	FLT4	TK	VEGFR	0.303353494423946	1.07675660513938	1.38011009956332	1.25370839058149	-0.628983216233255	-0.629160886058506	0.135677601141008	8.55555555555556
Q16288	TRKC	TK	Trk	0.136138499630769	1.25493363873351	1.39107213836428	1.25330354108355	-0.573191420608882	-0.54454335487403	0.0538632719598804	24.8888888888889
P08069	IGF1R	TK	InsR	0.174927617639741	1.05526389905021	1.23019151668995	1.25261926975371	-0.586261699152366	-0.597653755073421	0.0230882355983075	12.4444444444444
P06239	Lck	TK	Src	0.229370167359357	0.955857542164345	1.1852277095237	1.10204318999305	-0.625102835894434	-0.6204313555966	0.0180924366121038	27.4444444444444
P06213	InSR	TK	InsR	0.0541551331690051	1.04402250824001	1.09817764140901	1.05791254038938	-0.512621004760475	-0.500249690366358	0.0193673650678867	18.4444444444444
P51451	BLK	TK	Src	0.361785038725241	1.11409801577465	1.47588305449989	1.04564169413767	-0.63115033886511	-0.599009642247269	0.0612620358076188	22.2222222222222
O14757	CHK1	CAMK	CAMKL	0.0215926721915522	0.868935452633016	0.890528124824568	0.901979613790332	-0.296171571766132	-0.296171571766132	0	5
H0Y8A4	RYK	TK	Ryk	0.0411665965425649	0.846134210371699	0.887300806914264	0.845028558455529	-0.364510852687764	-0.337844345314609	0.0479607033688376	5.22222222222222
P14616	IRR	TK	InsR	0.00779682989744065	0.248797140614848	0.256593970512289	0.253519922878931	-0.180102126239477	-0.188396071342457	0.0995078693146178	4.83333333333333
Q13535	ATR	Atypical	PIKK	0.00470056195575223	0.0838297745757558	0.088530336531508	0.088620433022194	-0.0629729563592858	-0.0629729563592858	0	3
